id,campaign_id,coupon_id,customer_id,redemption_status,kfold
61318,26,491,783,0,0
58569,8,71,1208,0,0
31008,26,609,799,0,0
77707,8,559,1191,0,0
28054,8,674,173,0,0
72907,8,581,893,0,0
17390,11,980,212,0,0
1617,29,443,184,0,0
121700,8,812,267,0,0
84551,8,257,377,0,0
39371,26,340,490,0,0
17862,13,992,1431,0,0
76725,13,1055,459,0,0
17643,29,619,555,0,0
104779,9,575,99,0,0
70722,13,982,753,0,0
42802,13,110,927,0,0
2628,8,623,205,0,0
45067,11,913,1144,0,0
113284,30,324,72,0,0
87607,26,767,876,0,0
102854,11,1044,1477,0,0
96461,13,508,942,0,0
88004,8,737,1273,0,0
91783,13,161,1430,0,0
123802,8,902,1135,0,0
109737,8,906,1129,0,0
24015,8,567,307,0,0
2938,13,844,663,0,0
38706,8,1000,571,0,0
50345,26,368,1167,0,0
45702,13,995,924,0,0
61206,8,79,1262,0,0
38483,8,885,1188,0,0
96920,26,375,1402,0,0
96139,30,311,340,0,0
118148,8,1070,920,0,0
49274,13,890,362,0,0
70452,13,675,1543,0,0
40346,8,1110,963,0,0
92352,30,547,231,0,0
100927,8,672,40,0,0
40391,8,705,1498,0,0
124517,26,453,235,0,0
5687,13,139,560,0,0
40233,8,812,1276,0,0
3564,8,920,1050,0,0
15688,26,344,164,0,0
70298,13,606,443,0,0
4034,8,581,1420,0,0
115043,30,423,1310,0,0
17930,8,1081,175,0,0
111926,30,391,935,0,0
98844,13,1028,1014,0,0
80251,7,687,5,0,0
55220,13,1027,1486,0,0
85219,26,1009,178,0,0
82373,8,100,1295,0,0
21192,8,727,1460,0,0
119601,26,1019,979,0,0
82515,13,504,427,0,0
53775,8,1002,207,0,0
80456,13,126,677,0,0
67871,30,798,1138,0,0
32376,8,63,944,0,0
20343,30,616,400,0,0
91243,9,870,1460,0,0
125844,8,47,430,0,0
31940,2,897,183,0,0
82255,30,362,992,0,0
46515,26,246,1397,0,0
19301,4,551,936,0,0
4116,30,428,388,0,0
109526,13,1100,1357,0,0
81865,13,960,745,0,0
96410,2,1107,222,0,0
6509,13,21,1529,0,0
48010,30,965,1227,0,0
19931,11,913,418,0,0
4955,13,1065,243,1,0
93193,8,52,1296,0,0
126537,27,716,1074,0,0
118815,5,663,515,0,0
111435,30,803,513,0,0
45739,8,84,1039,0,0
25574,13,951,143,0,0
89946,13,754,362,0,0
110114,8,60,520,0,0
55143,13,734,880,0,0
90823,8,75,1277,0,0
71045,8,433,456,0,0
79027,4,407,294,0,0
48149,29,3,91,0,0
77050,30,747,58,0,0
99846,13,169,652,0,0
67409,8,1017,381,0,0
96347,8,11,1025,0,0
87831,29,619,1485,0,0
33303,9,989,712,0,0
111994,9,607,894,0,0
20568,8,437,1338,0,0
86150,13,1083,874,0,0
12735,13,281,729,0,0
75850,8,804,830,0,0
37782,26,473,632,0,0
8339,8,11,1136,0,0
72700,26,1011,801,0,0
47650,8,579,159,0,0
66186,30,920,65,0,0
81999,13,454,1463,1,0
85017,13,130,71,0,0
93056,30,380,1157,0,0
37898,13,617,1232,0,0
72988,26,329,895,0,0
69066,8,49,1137,0,0
65427,8,430,1432,0,0
127046,12,1063,998,0,0
114603,26,243,865,0,0
95000,11,910,934,0,0
75577,13,156,687,0,0
77130,8,76,105,0,0
94449,8,622,751,0,0
6694,13,118,712,0,0
69792,11,913,959,0,0
112037,13,163,1352,0,0
83785,8,654,662,0,0
61593,8,66,242,0,0
22147,10,996,1550,0,0
34004,13,284,1480,0,0
6252,13,516,868,0,0
77324,8,74,613,0,0
75815,8,808,297,0,0
51243,5,1105,83,0,0
105229,8,747,288,0,0
118181,9,635,1332,0,0
102940,13,625,510,1,0
88792,12,107,787,0,0
40318,13,123,214,0,0
82681,10,996,987,0,0
112838,11,1099,957,0,0
63209,13,995,689,0,0
104203,13,128,1237,0,0
77698,13,162,1047,0,0
67928,8,1073,62,0,0
74795,30,948,523,0,0
2068,13,119,905,0,0
29039,8,1059,689,0,0
85231,13,606,993,0,0
91281,30,984,957,0,0
74638,8,537,707,0,0
9894,7,691,1536,0,0
15103,13,144,229,0,0
60576,13,512,1496,0,0
68912,29,597,495,0,0
12725,8,256,127,0,0
63410,8,907,662,0,0
9427,30,948,1418,0,0
14292,8,481,188,0,0
49816,8,672,934,0,0
54000,10,662,1341,0,0
61215,13,27,189,0,0
71587,8,711,1258,0,0
80706,13,480,1290,0,0
75754,28,853,1463,0,0
90124,10,996,1364,0,0
11843,11,1012,420,0,0
119173,8,1002,64,0,0
72882,13,145,1210,0,0
97032,13,744,485,0,0
31480,8,922,189,0,0
70111,30,798,1555,0,0
20558,13,116,1545,0,0
38265,26,824,989,0,0
57525,9,535,1486,0,0
58265,8,762,10,0,0
79689,8,762,62,0,0
102512,8,69,1076,0,0
39286,8,882,775,0,0
68329,8,424,295,0,0
831,26,344,648,0,0
116132,8,627,378,0,0
103395,8,885,1403,0,0
100124,13,465,185,0,0
44470,13,418,186,0,0
119148,1,568,340,0,0
49116,13,995,1259,0,0
32633,30,919,1207,0,0
102714,11,506,440,0,0
21697,8,654,389,0,0
58864,13,1059,1165,0,0
54494,11,1012,1451,0,0
43124,13,890,875,0,0
63834,2,642,1450,0,0
37082,29,1040,1,0,0
48298,30,541,1012,0,0
94846,8,627,405,0,0
66443,13,588,1274,0,0
114157,12,783,905,0,0
42889,9,19,690,0,0
79322,11,759,481,0,0
80268,8,762,68,0,0
6870,13,142,416,0,0
29456,30,1051,653,0,0
24431,8,741,775,0,0
45274,13,139,645,0,0
72600,13,418,83,0,0
24779,29,597,1276,0,0
96746,26,748,867,0,0
104700,13,685,1520,0,0
32481,8,807,1556,0,0
59728,8,554,223,0,0
1525,9,607,15,0,0
128015,9,691,170,0,0
78382,8,981,1255,0,0
25647,7,392,677,0,0
78197,8,283,1300,0,0
7347,8,808,1134,0,0
54432,13,515,134,0,0
30696,13,891,1317,0,0
73046,8,509,141,0,0
37724,30,554,1379,0,0
13544,13,920,934,0,0
34268,8,55,709,0,0
76656,12,526,1559,0,0
64852,13,731,1292,0,0
111329,8,583,1532,0,0
17776,11,571,166,0,0
25861,5,934,319,0,0
4609,13,786,626,0,0
23403,29,873,1198,0,0
54301,8,54,15,0,0
126849,13,465,614,0,0
123474,13,517,679,0,0
51039,8,65,1051,0,0
89923,26,306,1044,0,0
112804,11,971,1558,0,0
62941,29,445,795,0,0
106591,3,584,1534,0,0
23459,8,772,244,0,0
104417,8,1110,1073,0,0
51622,26,329,1405,0,0
102427,8,806,1187,0,0
114182,8,1085,769,0,0
93060,13,992,1542,0,0
77388,11,910,1184,0,0
48988,8,449,1,0,0
121323,13,515,49,0,0
43574,13,480,787,0,0
66551,8,98,123,0,0
41643,8,8,23,0,0
84294,30,704,1464,0,0
16212,13,117,861,0,0
34913,13,951,367,0,0
56460,13,561,1398,0,0
34901,13,754,188,0,0
52310,8,87,866,0,0
40026,8,473,1541,0,0
58818,9,705,1218,0,0
4493,8,269,356,0,0
126295,8,727,1199,0,0
37400,9,520,755,0,0
99047,13,160,1033,0,0
122194,13,606,1529,0,0
125728,8,62,822,0,0
111330,8,700,801,0,0
84416,30,984,547,0,0
86248,13,719,1546,0,0
103397,8,806,498,0,0
56743,10,1043,1092,0,0
5505,8,501,1266,0,0
14634,8,100,46,0,0
10838,8,645,67,0,0
4386,26,453,876,0,0
97076,30,547,1298,0,0
77361,13,157,596,0,0
98055,13,172,1052,0,0
119334,8,928,176,0,0
2922,8,755,1285,0,0
73297,26,521,891,0,0
88876,13,960,876,0,0
26594,13,145,250,0,0
70601,13,145,1381,0,0
120911,13,770,111,0,0
57772,10,824,686,0,0
25410,30,818,867,0,0
75498,8,741,1455,0,0
124765,13,714,51,0,0
121217,13,151,526,0,0
40017,13,120,1329,0,0
22007,29,696,1167,0,0
24810,8,473,183,0,0
5648,8,10,1451,0,0
118696,1,442,787,0,0
28850,13,111,937,0,0
31749,13,1059,1449,0,0
78854,13,146,407,0,0
114268,8,694,60,0,0
15415,8,737,326,0,0
56452,13,145,437,0,0
35976,8,1049,623,0,0
108026,3,722,1192,0,0
124415,9,468,189,0,0
81686,5,934,676,0,0
16239,29,750,1,0,0
60661,8,67,146,0,0
30072,8,757,771,0,0
99455,9,19,1549,0,0
63561,5,1105,1381,0,0
92546,8,501,99,0,0
39432,13,413,202,0,0
123259,12,492,1148,0,0
60821,13,1047,1457,0,0
93098,29,785,573,0,0
58491,13,681,839,0,0
41663,9,691,879,0,0
94487,13,714,305,1,0
47595,8,1015,30,0,0
7471,8,74,538,0,0
66513,8,269,326,0,0
41330,26,1072,1388,0,0
39708,13,137,862,0,0
39048,8,792,602,0,0
59896,13,681,303,0,0
53185,11,1099,494,0,0
20403,26,870,1267,0,0
39344,13,162,409,0,0
98894,8,283,1538,0,0
90812,8,71,1211,0,0
98828,3,404,444,0,0
60227,13,778,627,0,0
13663,8,46,115,0,0
90929,8,87,528,0,0
5038,13,1032,1047,0,0
82553,8,567,82,0,0
95243,13,169,1545,0,0
125073,13,468,1457,1,0
81877,8,656,66,0,0
89571,8,983,1413,0,0
109868,8,63,1111,0,0
57059,9,989,44,0,0
87174,13,850,505,0,0
3996,29,643,656,0,0
103784,8,437,1218,0,0
14255,26,316,65,0,0
8727,5,893,1343,0,0
67280,13,420,643,0,0
3526,13,470,430,0,0
90347,13,763,725,0,0
63655,13,142,1341,0,0
108363,13,719,271,0,0
115675,8,725,1144,0,0
36320,30,423,1236,0,0
98326,4,895,66,0,0
50449,8,432,1446,0,0
59746,8,761,208,0,0
43313,26,926,1202,0,0
69984,30,318,1333,0,0
108622,11,910,625,0,0
13538,30,754,1144,0,0
120239,26,775,189,0,0
120762,30,965,432,0,0
126873,29,785,498,0,0
38689,28,587,787,0,0
87462,8,902,538,0,0
50973,26,1082,118,0,0
45971,8,1018,399,0,0
106180,26,917,1378,0,0
41042,26,875,519,0,0
43456,30,308,1549,0,0
63593,30,547,1026,0,0
88976,8,103,1006,0,0
120267,9,575,955,0,0
43808,8,7,586,0,0
70595,13,159,1008,0,0
67267,4,591,909,0,0
63718,12,466,1491,0,0
48741,8,907,474,0,0
24791,8,623,730,0,0
97748,30,358,455,0,0
83545,13,145,997,0,0
63451,9,444,1339,0,0
31924,13,516,1490,0,0
42223,29,868,1162,0,0
28270,8,723,1193,0,0
62840,13,110,1324,0,0
98423,13,454,1173,0,0
64662,30,742,635,0,0
85057,8,624,582,0,0
127248,11,1012,127,0,0
23828,8,1073,1249,0,0
41090,13,136,616,0,0
51117,30,426,1458,0,0
1163,13,138,441,0,0
116921,30,531,1290,0,0
79468,8,269,821,0,0
83100,8,57,210,0,0
3777,8,1033,1573,0,0
86858,26,476,183,0,0
90064,8,271,1232,0,0
16071,29,619,247,0,0
21388,13,27,1413,0,0
96087,11,1012,1381,0,0
112994,13,418,1318,0,0
762,13,158,850,0,0
4465,8,806,126,0,0
115134,29,265,1110,0,0
51204,26,620,588,0,0
100021,30,794,439,0,0
119365,30,625,713,0,0
69386,8,583,490,0,0
73088,4,651,1509,0,0
102451,8,567,750,0,0
20105,1,1026,63,0,0
33612,8,1070,1252,0,0
98075,10,732,1224,0,0
32468,29,787,1445,0,0
85731,13,979,1093,0,0
61560,11,795,1178,0,0
94509,28,1046,234,0,0
88308,13,675,443,0,0
112685,8,103,1238,0,0
88921,8,49,688,0,0
109929,26,855,1357,0,0
67908,26,775,927,0,0
6003,26,546,310,0,0
56596,13,786,1089,0,0
124241,9,607,555,0,0
81888,13,142,68,0,0
19399,8,1073,1345,0,0
59353,5,1105,1263,0,0
98946,13,844,1565,0,0
34779,13,244,1335,0,0
35050,8,1086,1026,0,0
24325,13,27,1027,0,0
30343,8,53,1374,0,0
11056,13,284,1358,0,0
39326,9,578,1500,0,0
85201,11,669,13,0,0
99944,13,744,127,0,0
125969,8,73,1335,0,0
47713,9,989,99,0,0
100431,9,520,250,0,0
102810,8,57,553,0,0
119301,26,1087,1225,0,0
9838,13,144,405,0,0
23228,13,281,1095,0,0
75130,30,754,1337,0,0
77425,13,113,1223,0,0
59780,13,714,814,0,0
74349,8,71,395,0,0
52320,13,601,670,0,0
124068,13,113,932,0,0
20860,7,691,1165,0,0
108977,13,625,635,0,0
12243,13,262,368,0,0
122603,8,10,329,0,0
44607,29,975,91,0,0
10157,30,646,1543,0,0
99759,13,132,1552,0,0
85585,11,1099,302,0,0
44929,8,50,607,0,0
102142,13,773,1457,1,0
6386,13,156,561,0,0
50429,8,1086,877,0,0
71822,13,275,1372,0,0
41312,30,691,1098,0,0
110379,11,1099,430,0,0
36409,8,882,1382,0,0
62704,8,92,338,0,0
96428,26,1106,876,0,0
57927,12,109,731,0,0
102916,8,583,801,0,0
21472,29,715,1165,0,0
74624,8,622,1240,0,0
19426,8,73,964,0,0
31757,13,168,572,0,0
18215,10,1043,458,0,0
12034,8,645,1131,0,0
123004,8,103,901,0,0
45158,8,481,574,0,0
22467,30,913,9,0,0
23488,11,795,1392,0,0
106219,11,1099,1359,0,0
64510,13,148,579,0,0
73532,9,896,590,0,0
41741,13,146,1,0,0
91660,13,131,174,0,0
94940,13,1032,218,0,0
81025,13,151,704,0,0
10527,13,1045,1027,0,0
35161,8,433,269,0,0
77279,7,1102,1109,0,0
47142,26,875,1332,0,0
1024,13,23,161,0,0
11972,8,806,387,0,0
117175,9,896,755,0,0
5729,26,476,607,0,0
62751,13,141,1398,0,0
28183,13,754,1549,1,0
81423,8,47,661,0,0
8191,8,1085,859,0,0
34010,26,491,979,0,0
39438,13,758,275,0,0
45543,29,643,81,0,0
17529,13,454,488,0,0
107909,30,594,406,0,0
101851,8,907,123,0,0
2735,8,532,175,0,0
54539,11,971,832,0,0
126052,8,661,1237,0,0
127124,26,1090,1074,0,0
45652,8,656,761,0,0
63216,11,913,767,0,0
108012,30,858,435,1,0
44340,26,1020,1174,0,0
40166,1,1112,930,0,0
91127,8,928,1016,0,0
110013,13,530,809,0,0
81981,7,641,1194,0,0
19870,13,120,1352,0,0
34605,8,804,888,0,0
33288,29,715,992,0,0
69831,11,669,658,0,0
20691,13,601,787,0,0
100695,9,705,192,0,0
3216,13,679,1145,0,0
52825,8,12,59,0,0
65476,29,619,117,0,0
81375,10,1043,1471,0,0
96324,12,466,948,0,0
110190,29,448,152,0,0
113601,12,470,883,0,0
60530,13,672,636,0,0
118347,13,1100,331,0,0
14154,13,1108,1190,0,0
103332,12,1063,1266,0,0
97286,13,23,1452,0,0
59068,8,55,392,0,0
109946,30,552,1190,0,0
9527,12,109,1529,0,0
83175,30,1015,437,0,0
94975,8,55,1449,0,0
83769,8,544,103,0,0
56616,11,1099,967,0,0
88424,26,981,632,0,0
97677,11,571,1531,0,0
41721,8,71,748,0,0
120253,9,468,108,0,0
94547,8,672,352,0,0
125517,13,127,1165,0,0
25636,10,824,711,0,0
104032,8,1033,254,0,0
64976,30,391,1274,0,0
25450,29,982,152,0,0
80990,9,870,1139,0,0
38300,26,630,1106,0,0
43800,8,51,1521,0,0
120674,13,510,573,0,0
77952,30,602,871,0,0
104290,26,361,1209,0,0
101199,8,622,1484,0,0
64376,26,667,131,0,0
112742,13,1028,752,0,0
22780,8,58,1097,0,0
24328,7,17,441,0,0
82630,13,293,1127,0,0
33860,11,571,1239,0,0
108585,26,1039,290,0,0
4012,29,982,637,0,0
57290,10,457,1224,0,0
90423,13,504,1218,0,0
86902,13,751,607,0,0
86730,13,987,1376,0,0
30565,30,331,465,0,0
69109,13,714,541,0,0
82804,13,249,91,0,0
119923,9,896,525,0,0
25601,8,920,1136,0,0
107470,29,975,474,0,0
16976,13,1028,55,0,0
1818,8,757,1187,0,0
55366,9,18,608,0,0
53686,13,885,206,0,0
4580,13,268,56,0,0
20783,8,981,43,0,0
78962,30,712,610,0,0
101095,26,1057,1061,0,0
40125,8,754,1015,0,0
18299,5,455,572,0,0
98979,13,169,370,0,0
59139,8,554,731,0,0
88241,30,594,707,0,0
98914,8,1049,561,0,0
40566,29,1035,117,0,0
111125,8,754,28,0,0
46648,8,907,1369,0,0
122335,26,947,503,0,0
108109,12,783,484,0,0
109972,8,656,441,0,0
122163,13,773,766,0,0
32970,13,1112,463,0,0
60967,5,967,1506,0,0
69725,8,722,598,0,0
82523,11,795,150,0,0
94910,11,658,1405,0,0
82107,2,1023,153,0,0
13641,30,667,574,0,0
14286,8,72,549,0,0
128427,11,910,192,0,0
41998,13,136,1334,0,0
107383,8,288,337,0,0
31698,8,91,718,0,0
48827,8,810,366,0,0
100887,13,113,140,0,0
11193,13,542,118,0,0
53422,13,110,244,0,0
94064,8,733,227,0,0
23721,30,318,1310,0,0
69608,26,589,1146,0,0
34567,30,1001,974,0,0
87631,7,392,1109,0,0
110564,30,331,586,0,0
106928,29,416,1140,0,0
51198,13,485,890,0,0
53575,11,980,915,0,0
31171,30,594,1138,0,0
43840,8,92,737,0,0
67244,30,909,417,0,0
40809,13,434,640,0,0
78672,30,965,733,0,0
13108,11,669,952,0,0
53971,30,362,524,0,0
7148,13,919,1134,0,0
2715,30,1083,430,0,0
90817,13,679,772,0,0
89095,8,511,775,0,0
115301,26,609,561,0,0
59971,27,1095,1463,0,0
59004,13,773,821,0,0
54501,29,750,1216,0,0
1918,8,705,676,0,0
111966,12,1075,1549,0,0
65770,13,268,299,0,0
65877,13,1032,435,0,0
64904,29,873,960,0,0
63314,9,788,316,0,0
24881,30,427,1534,0,0
6989,13,987,318,0,0
49564,8,511,345,0,0
23300,13,422,1477,0,0
29798,8,700,776,0,0
43162,8,805,741,0,0
109228,28,494,1387,0,0
89114,8,882,1209,0,0
127004,8,707,1010,0,0
59328,8,70,1019,0,0
32604,8,1085,171,0,0
93589,10,968,377,0,0
51203,29,613,182,0,0
58016,13,892,456,0,0
43913,8,757,138,0,0
11851,30,872,698,0,0
41186,29,643,786,0,0
95918,8,248,768,0,0
41405,13,281,1198,0,0
105397,10,968,1368,0,0
23427,30,554,46,0,0
57140,8,48,1117,0,0
22174,8,1081,1209,0,0
59544,8,76,1403,0,0
38224,13,140,399,0,0
23730,26,931,759,0,0
108065,29,1040,825,0,0
31944,13,606,1072,0,0
126457,26,334,175,0,0
17383,10,968,1285,0,0
9154,8,92,405,0,0
19189,13,112,691,0,0
30943,8,1110,1013,0,0
78155,8,537,408,0,0
112864,8,682,694,0,0
11420,29,873,262,0,0
113364,13,149,1246,0,0
98543,13,1031,874,0,0
120236,8,744,173,0,0
31166,26,735,11,0,0
112347,30,449,714,0,0
50562,11,759,1506,0,0
89478,26,328,683,0,0
96127,8,96,873,0,0
80943,8,1086,974,0,0
5751,5,279,1246,0,0
45203,13,714,1056,0,0
35192,12,492,1122,0,0
127206,5,934,464,0,0
69584,9,635,912,0,0
62456,11,1012,1216,0,0
47685,8,79,1069,0,0
42653,13,771,305,0,0
119642,8,792,124,0,0
22806,13,780,1086,0,0
79449,8,885,587,0,0
16298,8,544,631,0,0
106459,13,744,413,0,0
72463,13,142,1451,0,0
97043,28,1046,583,0,0
90192,13,136,80,0,0
88665,3,401,1140,0,0
127601,26,473,1170,0,0
76430,8,610,1157,0,0
33018,12,108,1012,0,0
53446,7,687,318,0,0
72336,30,866,566,0,0
108846,13,517,134,0,0
40116,8,661,1013,0,0
54541,8,91,829,0,0
47466,8,82,664,0,0
61762,7,687,651,0,0
119434,8,882,1056,0,0
16783,8,383,545,0,0
75957,9,607,36,0,0
3927,13,169,390,0,0
57790,12,779,649,0,0
37576,9,520,108,0,0
110584,13,113,548,0,0
8480,30,373,88,0,0
128204,11,571,909,0,0
935,29,418,960,0,0
80556,26,299,1107,0,0
111975,8,91,1216,0,0
82531,13,705,1188,0,0
73349,8,88,1233,0,0
44649,30,380,88,0,0
35980,10,996,302,0,0
79370,11,1012,658,0,0
87662,13,603,1096,0,0
84292,8,920,171,0,0
82427,4,895,1040,0,0
106347,30,939,1418,0,0
52815,30,1001,592,0,0
74107,8,59,692,0,0
47942,8,70,206,0,0
115260,29,597,555,0,0
19054,8,1110,209,0,0
70718,29,975,1099,0,0
57941,13,293,110,0,0
12519,13,128,352,0,0
36747,26,317,293,0,0
14143,13,513,1073,0,0
15375,8,509,959,1,0
79263,13,734,161,0,0
10857,11,1099,1343,0,0
78313,10,689,627,0,0
95173,8,46,1170,0,0
66534,10,968,389,0,0
116109,13,625,1487,0,0
73439,8,674,260,0,0
7901,13,120,926,0,0
55788,13,111,690,0,0
96823,13,513,1067,0,0
37392,8,83,743,0,0
45506,26,1009,1418,0,0
102687,29,975,656,0,0
97883,8,579,449,0,0
20373,8,288,314,0,0
119369,4,591,808,0,0
79713,8,501,761,0,0
70061,26,930,243,0,0
29270,13,123,20,0,0
80080,13,954,505,0,0
40670,8,709,243,0,0
125292,13,891,1388,0,0
39382,29,448,825,0,0
22658,8,62,361,0,0
124899,7,641,1044,0,0
23477,30,311,21,0,0
118660,26,908,732,0,0
23025,13,844,1358,0,0
122258,11,980,1224,0,0
73122,13,673,1175,0,0
35222,8,58,214,0,0
6364,13,128,461,0,0
101714,9,989,822,0,0
577,13,24,53,0,0
120077,4,860,78,0,0
94687,12,1075,1318,0,0
114067,13,561,171,0,0
75022,5,1043,1121,0,0
74289,7,641,219,0,0
49612,13,483,37,0,0
97400,8,810,1317,0,0
86782,7,1050,418,0,0
15111,8,682,1266,0,0
108905,8,964,1457,0,0
72150,8,11,459,0,0
54345,8,1081,962,0,0
83168,28,529,231,0,0
3023,8,79,1258,0,0
34660,13,617,427,0,0
42032,11,759,228,0,0
61565,13,979,1195,0,0
87583,13,158,585,0,0
50410,4,591,231,0,0
57954,8,755,722,0,0
69936,8,682,276,0,0
127973,7,691,910,0,0
53729,26,338,1375,0,0
63717,30,380,979,0,0
90161,9,607,755,0,0
49253,13,608,1333,0,0
52654,13,116,1167,0,0
17339,26,564,1544,0,0
17508,8,983,545,0,0
66645,8,46,249,0,0
68189,13,131,588,0,0
57381,30,1103,974,0,0
114354,13,881,1296,0,0
16946,26,963,233,0,0
68068,26,609,1121,0,0
26540,13,168,1215,0,0
103441,11,759,191,0,0
57267,30,747,639,0,0
68635,13,483,823,0,0
107740,26,862,1182,0,0
20114,13,1031,98,0,0
75698,8,72,755,0,0
75187,13,517,19,0,0
64128,8,57,683,0,0
62848,3,831,1534,0,0
35900,7,986,748,0,0
114424,8,920,691,0,0
96520,8,817,1471,1,0
48304,13,586,1284,0,0
88412,8,101,342,0,0
15492,13,890,1093,0,0
5094,26,1013,588,0,0
18818,13,951,1434,0,0
59893,30,909,1079,0,0
70747,8,46,867,0,0
66559,30,614,1017,0,0
5126,26,589,171,0,0
24399,13,117,1200,0,0
53694,8,278,411,0,0
4011,8,1086,578,0,0
123606,8,65,8,0,0
22710,8,1045,11,0,0
10418,8,782,106,0,0
33654,8,537,293,0,0
119425,13,268,1178,0,0
32402,5,1043,88,0,0
5822,30,348,1355,0,0
21971,2,897,619,0,0
35776,8,627,8,0,0
22509,13,467,588,0,0
58319,13,420,1232,0,0
36209,30,256,451,0,0
114027,11,971,187,0,0
32460,30,303,232,0,0
4820,26,1080,99,0,0
93011,9,520,998,0,0
95445,8,50,1269,0,0
7711,13,982,808,0,0
67733,6,677,1466,0,0
105394,8,554,139,0,0
50364,8,810,1441,0,0
62256,12,572,567,0,0
91473,13,940,1497,0,0
106807,9,287,1015,0,0
81721,9,989,537,0,0
57344,8,942,309,0,0
122305,13,1114,1506,0,0
76389,13,510,394,0,0
32336,8,723,309,0,0
84549,9,444,327,0,0
95392,13,168,198,0,0
95003,26,695,90,0,0
119467,26,936,178,0,0
114511,26,473,178,0,0
34843,12,492,737,0,0
44738,13,168,1245,0,0
65008,8,424,202,0,0
42897,13,888,461,0,0
87493,13,608,48,0,0
70287,8,99,488,0,0
54242,8,92,82,0,0
23341,8,1002,514,0,0
117886,12,107,1387,0,0
117452,8,624,1280,0,0
72894,26,492,683,0,0
13385,13,758,719,0,0
11783,27,1095,1430,0,0
4328,8,922,873,0,0
121901,8,269,283,0,0
8422,26,854,175,0,0
20431,13,21,1320,0,0
16991,8,490,1341,0,0
96935,13,578,1142,0,0
85266,13,147,1183,0,0
24992,10,996,957,0,0
25855,13,844,998,0,0
60611,26,859,679,0,0
69234,30,342,859,0,0
26370,13,135,233,0,0
91723,26,316,460,0,0
115076,3,321,432,0,0
35216,30,5,19,0,0
3851,13,1032,623,0,0
33978,13,422,1444,0,0
6953,13,960,929,0,0
39059,26,478,1164,0,0
103191,13,578,550,1,0
106808,13,124,760,0,0
13137,9,635,155,0,0
9107,7,687,1472,0,0
106772,13,578,1004,0,0
112153,30,858,442,0,0
102739,3,401,998,0,0
73902,8,812,1045,0,0
83229,27,393,1463,0,0
67563,13,406,997,0,0
45678,8,805,1128,0,0
104188,8,733,392,0,0
13464,8,711,870,0,0
4896,8,865,554,0,0
109344,13,134,571,0,0
54009,8,449,1216,0,0
60607,13,888,1366,0,0
55002,9,691,814,0,0
3728,13,901,1089,0,0
27462,13,162,1372,0,0
118981,13,133,14,0,0
111242,13,123,276,0,0
78649,13,135,732,0,0
5675,12,819,1341,1,0
3881,26,358,1209,0,0
113502,8,722,919,0,0
45057,13,470,230,0,0
66741,8,579,935,0,0
9497,26,484,510,0,0
96186,13,273,663,0,0
99692,13,120,268,0,0
2704,13,679,1043,0,0
49684,8,257,469,0,0
82657,13,578,980,0,0
80054,13,137,45,0,0
116753,8,91,575,0,0
77278,13,139,328,0,0
120156,13,556,749,0,0
49798,13,606,1255,0,0
58649,26,307,365,0,0
5477,13,21,883,0,0
13488,8,740,1457,0,0
84339,8,48,296,0,0
67377,8,1015,262,0,0
89743,13,796,456,0,0
73447,8,94,269,0,0
65053,4,860,514,0,0
117823,13,714,246,0,0
