id,campaign_id,coupon_id,customer_id,redemption_status
33838,29,3,1573,0
53173,29,613,825,0
124698,13,744,1263,0
101177,13,440,1302,0
76632,8,97,906,0
53052,12,470,772,0
79535,4,791,1232,0
43242,13,627,1081,0
100863,8,100,716,0
107879,8,269,584,0
96436,8,87,15,0
120183,8,80,1562,0
124002,26,1048,910,0
43136,8,740,1472,0
106150,12,466,1122,0
52659,30,362,957,0
84008,13,1045,1136,0
81610,13,21,45,1
95802,8,509,1439,0
91417,29,538,784,0
71933,9,705,1037,0
95617,26,630,1429,0
123058,13,754,223,0
116404,13,644,244,0
58191,13,440,1212,0
20783,8,981,43,0
125108,13,142,834,0
70713,13,23,1461,0
56842,12,526,519,0
86035,26,1020,1215,0
61326,7,1050,871,0
39439,27,400,1074,0
91614,13,588,1549,0
96090,8,579,1382,0
13618,11,1099,1061,0
110841,11,971,934,0
62460,13,982,998,0
1255,30,980,833,0
64959,30,639,93,0
62264,13,485,222,0
19011,13,681,78,0
82009,8,76,901,0
123882,13,1047,1580,0
114333,8,1002,179,0
30082,13,472,1025,0
22851,9,535,1386,0
123603,30,308,1521,0
36857,5,893,729,0
126321,2,347,1097,0
119974,13,117,1314,0
49869,13,685,496,0
37598,13,473,858,0
8388,13,1108,1166,0
104757,13,121,16,0
41557,13,508,166,0
100611,13,891,993,0
2345,9,535,861,0
99096,13,610,579,0
88294,30,314,1164,0
94985,5,967,408,0
121980,8,922,1324,0
89062,11,759,1332,0
64001,13,470,1254,0
70974,5,431,749,0
51270,13,293,918,0
24341,13,601,600,0
108324,8,102,1381,0
98914,8,1049,561,0
26375,8,90,498,0
24310,11,506,767,0
19789,8,383,802,0
49175,13,166,273,0
7065,30,426,273,0
18636,11,795,967,0
34960,13,771,582,0
125033,13,586,932,0
67546,12,107,1428,0
71308,8,1045,457,0
82231,8,550,893,0
62542,13,141,1200,0
57670,8,8,528,0
109179,11,795,763,0
110048,8,805,1241,0
9350,8,68,241,0
87056,8,96,1436,0
9894,7,691,1536,0
57174,13,1083,1084,0
103072,13,132,1349,0
123772,30,614,685,0
24639,26,1013,460,0
21159,13,723,555,0
56383,3,584,1025,0
104117,13,1028,1311,0
28912,8,942,1520,0
33043,8,705,434,0
52809,10,968,978,0
66584,8,879,1314,0
28046,13,667,632,0
17856,13,1029,474,0
74835,8,989,479,0
7070,5,893,367,0
100696,8,1085,813,0
114396,26,1048,596,0
98289,8,1048,1086,0
92077,12,107,911,0
43950,8,81,493,0
51882,29,613,911,0
82821,13,170,851,0
66362,8,87,369,0
74941,8,8,1257,1
76763,13,987,1296,0
23943,26,484,858,0
102863,30,980,797,0
66088,26,367,1568,0
47933,8,10,181,0
101428,13,480,680,0
96814,8,102,1521,0
4781,9,896,877,0
78718,11,971,915,0
123604,12,1075,1285,0
35988,13,944,1257,0
11946,8,645,1433,0
46682,8,511,194,0
48731,5,431,1522,0
29570,8,10,1400,0
10251,10,1043,1334,0
96709,8,87,1505,0
84257,30,318,1236,0
74082,8,86,318,0
67724,13,123,861,0
86360,3,308,1534,0
117414,8,1002,1471,1
3676,8,744,1546,0
35371,13,586,1169,0
103878,26,942,974,0
63910,13,692,1497,0
77455,8,846,1297,0
19336,13,418,1493,0
128147,13,940,987,0
72121,8,65,153,0
127002,8,762,831,0
25564,29,443,555,0
81236,8,645,45,0
93046,13,148,171,0
123917,13,406,1258,0
54362,29,943,1106,0
41462,8,979,1199,0
95445,8,50,1269,0
4933,8,674,1245,0
65579,11,1099,1506,0
44180,8,1073,838,0
20563,13,168,20,0
113148,27,372,1192,0
37651,29,643,1106,0
86094,13,141,680,0
118801,29,3,943,0
89841,26,593,1236,0
26802,12,705,789,0
14861,9,468,1556,0
82992,13,406,799,0
27006,13,606,277,0
108911,2,1047,171,0
119555,13,244,708,0
1178,5,455,565,0
46291,9,788,1369,0
20075,2,853,886,0
58142,7,17,418,0
52967,8,449,757,0
37617,10,106,1281,0
31041,13,253,1270,0
92570,11,759,837,0
10273,8,69,339,0
67869,29,674,634,0
32913,30,381,1554,0
72210,13,1028,1336,0
53922,13,147,363,0
111952,9,520,1264,0
124891,8,494,345,0
85237,13,617,320,0
2844,30,914,1418,0
48156,13,156,167,0
78134,10,279,729,0
41377,8,52,473,0
19895,26,2,86,0
71003,9,535,287,0
128424,13,586,1095,0
64253,13,517,1324,0
85315,13,482,1209,0
118889,8,13,368,0
63630,13,145,41,0
72258,8,761,126,0
29226,8,1048,1019,0
16173,30,666,1071,0
34466,13,149,89,0
52208,8,989,1112,0
78312,13,901,1200,0
32252,30,625,1328,0
66688,12,1075,1123,0
93044,9,989,912,0
31585,30,754,1224,0
33742,7,1102,1187,0
118596,4,935,265,0
30826,26,985,1121,0
89648,13,262,831,0
116094,30,364,683,0
18222,12,496,1285,0
93571,8,915,122,0
34993,8,63,1372,0
8705,8,383,115,0
856,13,763,535,0
2234,8,71,813,0
120116,26,468,630,0
74039,30,351,1472,1
63454,13,111,630,0
82957,8,87,767,0
105880,13,482,1084,0
23663,29,868,1167,0
28336,8,757,653,0
47018,8,490,1467,0
47520,10,15,1404,0
121661,13,115,1131,0
115642,2,981,979,0
97061,7,392,294,0
110838,8,705,353,0
62518,13,467,595,0
111329,8,583,1532,0
119790,8,78,785,0
93937,8,550,974,0
9147,26,357,858,0
68197,12,107,1556,0
45842,13,120,850,0
107703,8,1073,743,0
51669,30,371,524,0
6575,26,925,630,0
85161,9,989,384,0
22939,13,158,1159,0
40780,8,82,392,0
122311,8,654,208,0
77442,13,111,1300,0
86887,8,1018,467,0
69018,8,60,1428,0
93949,30,256,836,0
9080,8,7,1392,0
61398,13,130,489,0
120002,26,327,891,0
5023,13,119,592,0
93170,5,663,1064,0
57778,8,102,1178,0
125844,8,47,430,0
11240,13,510,987,0
1899,8,66,207,0
96596,8,99,1369,0
74031,9,896,489,0
16374,8,550,659,0
50473,13,440,1004,0
53702,5,689,934,0
20729,13,890,672,0
16958,8,806,873,0
56265,26,764,709,0
105069,7,1102,732,0
31394,8,627,319,0
18783,30,933,595,0
53243,26,379,876,0
25251,10,457,8,0
40701,26,636,472,0
27190,8,84,413,0
105990,30,818,294,0
61071,8,916,1029,0
57187,29,985,656,0
80034,26,605,550,0
43906,29,538,962,0
40956,13,644,437,0
63620,13,1027,105,0
15588,8,8,648,0
107154,26,339,82,0
13751,9,788,45,0
90899,28,853,1387,0
94898,8,66,1533,0
18508,8,99,374,0
92994,8,292,389,0
7801,30,754,93,0
14778,8,810,739,0
101850,9,575,316,0
118976,11,971,837,0
74245,30,798,569,0
86883,8,610,573,0
31237,29,621,81,0
40308,30,1043,1121,0
5087,13,151,360,0
68801,8,604,528,0
62350,29,1046,334,0
10893,8,1000,994,0
33500,13,588,55,0
12459,13,119,1463,0
124519,26,710,19,0
81538,29,416,7,0
57982,8,46,1480,0
14338,8,292,473,0
17123,8,511,16,0
54373,11,795,28,0
102630,8,807,873,0
116795,9,468,250,0
16532,9,607,677,0
21054,10,15,1529,0
52561,8,95,1134,0
22569,13,850,349,0
89787,13,606,934,0
53253,5,1043,828,0
108423,8,792,1396,0
70175,5,279,1372,0
123305,13,112,956,0
126711,13,125,1290,0
47764,8,256,495,0
10996,8,62,1314,0
83037,8,817,808,0
109687,8,1049,386,0
13151,8,624,1188,0
50892,13,1059,433,1
25496,8,96,1123,0
87855,8,1017,515,0
109167,13,603,1376,0
124433,13,1021,1397,0
2754,8,1048,1341,0
10848,29,643,102,0
35769,30,468,732,0
5946,26,250,795,0
64017,13,705,63,1
10294,7,1050,1457,0
123549,30,1001,1125,0
20443,12,109,1428,0
36077,8,793,218,0
18556,8,447,398,0
77388,11,910,1184,0
22522,13,467,1046,0
16297,12,496,1025,0
78925,29,785,1029,0
112948,8,247,557,0
54386,8,285,616,0
6745,8,583,1373,0
83741,13,758,435,0
79199,11,1099,915,0
104904,27,724,1387,0
28344,4,895,483,0
52456,8,11,815,0
33316,8,77,443,0
115027,29,613,495,0
75601,5,279,676,0
15867,13,131,85,0
13056,13,23,1444,0
115099,11,910,331,0
51148,8,879,901,0
54388,8,979,1528,0
114072,8,102,1327,0
54904,8,604,817,0
126127,12,779,1036,0
23312,8,737,1255,0
53143,13,920,1343,0
76088,13,483,1212,0
50032,13,167,779,0
97987,8,694,333,0
101596,30,449,776,0
127556,9,989,998,0
110309,26,315,865,0
70654,13,273,134,0
4341,13,890,648,0
56662,13,756,1491,0
87220,13,268,1349,0
49887,4,791,1027,0
6304,26,464,163,0
7647,13,673,303,0
67554,12,466,1093,0
63956,8,80,254,0
91728,1,568,362,0
111100,8,928,1486,0
57992,8,99,159,0
78951,8,293,8,0
35569,9,18,1007,0
9095,26,710,712,0
113163,13,136,1022,0
97977,29,448,262,0
44213,27,403,195,0
23533,13,147,1539,0
5057,30,563,565,0
27305,13,865,1347,0
60978,8,865,1547,0
15310,26,304,1258,0
63958,13,891,588,0
34216,11,506,533,0
106363,13,1021,435,0
10353,13,159,1392,0
76825,26,898,1238,0
17149,26,357,632,0
46769,26,630,1392,0
125677,7,986,572,0
48445,11,571,392,0
12847,8,581,341,0
21221,13,1055,1242,0
115219,8,71,378,0
87714,8,627,1578,0
74020,8,661,623,0
13518,29,1046,786,0
3431,26,746,1104,0
82887,7,687,332,0
4674,29,597,1,0
120129,8,103,645,0
7901,13,120,926,0
98419,5,431,1368,0
58980,12,705,362,0
52968,12,108,587,0
2598,8,737,862,0
16239,29,750,1,0
41584,13,483,799,0
69729,8,761,235,0
2563,13,940,1055,0
73481,13,995,1147,0
93240,13,408,405,0
79442,9,468,1351,0
23342,13,673,510,0
17675,13,744,1242,0
20614,13,284,829,0
73686,8,13,593,0
40975,13,1027,91,0
19480,26,519,225,0
27550,13,124,310,0
44655,26,369,1087,0
45942,13,1055,301,0
64044,8,424,179,0
93005,30,994,124,0
54325,30,1003,635,0
25608,30,510,1387,1
22192,13,482,1004,0
114549,8,879,1,0
34091,30,742,1026,0
119533,13,133,668,0
43453,8,59,1025,0
61148,26,478,303,0
118411,5,455,432,0
89509,8,82,275,0
51405,30,672,435,1
12300,8,276,244,0
34411,30,579,1469,0
28386,13,172,1232,0
87296,8,624,14,0
125575,4,935,1060,0
107314,13,763,1033,0
90225,12,1063,92,0
21538,26,327,919,0
14902,13,25,811,0
42546,4,104,1187,0
8463,13,112,331,0
85050,13,617,1152,0
70556,13,483,490,0
40917,11,1044,1566,0
87238,30,324,1348,0
74211,30,1110,1554,0
100387,13,131,1334,0
105394,8,554,139,0
112135,8,102,1091,0
113848,29,873,1432,0
118416,29,1035,960,0
89399,5,1043,1134,0
38766,2,981,1071,0
31607,13,156,23,0
43039,5,431,1311,0
53982,26,329,234,0
18176,26,754,178,0
16450,13,166,1413,0
82967,30,923,1473,0
77520,30,1083,650,0
71353,26,350,607,0
47262,13,128,756,0
6683,10,457,1305,0
63686,13,754,1387,1
25052,26,250,523,0
103357,12,107,305,0
126169,13,408,1493,0
46728,13,751,632,0
29411,8,907,767,0
104456,13,468,519,1
49469,8,762,202,0
119666,30,310,388,0
125197,5,934,1121,0
98479,11,795,408,0
19564,8,682,638,0
114913,29,619,1329,0
1963,13,480,1255,0
89586,7,1102,810,0
97420,7,687,729,0
21298,13,705,1549,0
105448,4,16,743,0
70558,26,374,1333,0
46938,13,556,1017,0
72845,8,738,1208,0
3105,30,924,1320,0
71710,11,971,604,0
68782,26,1019,1565,0
109319,9,691,495,0
70613,13,244,1142,0
20025,8,755,41,0
89033,13,281,1057,0
75201,8,989,943,0
59291,8,645,891,0
